==================================================
SLURM ARRAY TASK ID: 1 / 224
Running on node: x1002c7s4b0n0
Start time: Tue Sep  8 02:40:45 AM EDT 2026
==================================================
Reading parameters from sweep_configs_sweet_spot/config_001.json...
Executing 3D FDTD Simulation: Alpha=70.0 deg, Theta=80.0 deg, d=0.05 um, L=2.0 um, Res=40...
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
  [BOTH] Done moment 1/108 (task 0): force_integral=-1.668404e-02
Starting simulation: d=0.05 um, N_top=3, N_bottom=3, material=Phosphorene_tuned, resolution=40, nmax=3, theta=80.0, eps_bg=2.1, config=all, stepped_sieve=False, corrugated=True
Parallel configuration: 1 processes divided into 1 subgroups of size 1 processes each.
